Timestamp,Raw_Line,State,Role,CH_ID,Stellar_Score,PDR,Battery
2026-02-10T15:58:11.634784,"a_len=0, rssi=-36",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.634925,"I (31354) BLE: Discovery event received: data_len=27, rssi=-36",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.639415,"I (31364) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.645073,"I (31364) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.656068,I (31374) BLE: Mfg Data Hex: e5 02 c2 dd 4b ba 06 05 73 3f e4 25 df 26 10 27 10 20 ba 4b dd c0 01 63 37,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.661788,"W (31384) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.672748,"I (31394) BLE: Packet found: node_id=3125534146 (0xba4bddc2), our_id=3125566642 (0xba4c5cb2)",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.678386,"W (31404) BLE: Received packet HMAC: 37, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.683929,"W (31404) BLE: HMAC check: computed=37, received=37, diff=0, node_id=3125534146, seq_num=99",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.694956,"I (31414) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.700536,"I (31424) BLE: Discovered neighbor: node_id=3125534146, score=0.95, rssi=-36, seq=99",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:58:11.706144,"I (31424) METRICS: [METRICS] Trust Update Input: Rep=0.995, Current PDR=0.979, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.717186,"I (31434) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.019",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.722811,"I (31444) BLE: Discovery event received: data_len=0, rssi=-36",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.728369,"I (31454) BLE: Discovery event received: data_len=25, rssi=-47",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.733883,"I (31454) BLE: Discovery event: data_len=25, rssi=-47 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.739495,I (31464) BLE: First 20 bytes: 02 01 18 12 16 2c fe 00 90 a1 0a 88 8c a0 85 80 bd 04 11 70,UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.752207,"I (31474) BLE: Discovery event received: data_len=0, rssi=-46",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.789931,"I (31514) BLE: Discovery event received: data_len=17, rssi=-51",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.791157,"I (31514) BLE: Discovery event: data_len=17, rssi=-51 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.796756,I (31514) BLE: First 17 bytes: 02 01 1a 02 0a 0c 0a ff 4c 00 10 05 04 1c b8 be 3e,UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.802330,"I (31534) BLE: Discovery event received: data_len=27, rssi=-36",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.807927,"I (31534) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.813502,"I (31534) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.825107,I (31544) BLE: Mfg Data Hex: e5 02 c2 dd 4b ba 06 05 73 3f e4 25 df 26 10 27 10 20 ba 4b dd c0 01 63 37,UNKNOWN,UNKNOWN,0,0.0,0.979,0
2026-02-10T15:58:11.830189,"W (31554) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,0.979,0
