Timestamp,Raw_Line,State,Role,CH_ID,Stellar_Score,PDR,Battery
2026-02-10T15:29:47.880978,ffset=2,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.881321,"I (25414) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.890635,I (25424) BLE: Mfg Data Hex: e5 02 9a 5a 4c ba c4 9d 72 3f 1c 25 0e 27 10 27 10 20 ba 4c 5a 98 01 00 46,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.896287,"W (25434) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.901864,"I (25444) BLE: Packet found: node_id=3125566106 (0xba4c5a9a), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.912810,"W (25444) BLE: Received packet HMAC: 46, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.918486,"W (25454) BLE: HMAC check: computed=46, received=46, diff=0, node_id=3125566106, seq_num=0",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.924115,"I (25464) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.929683,"I (25464) BLE: Discovered neighbor: node_id=3125566106, score=0.95, rssi=-40, seq=0",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:29:47.940684,"I (25474) METRICS: [METRICS] Trust Update Input: Rep=1.000, Current PDR=1.000, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.951734,"I (25484) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.957291,"I (25494) BLE: Discovery event received: data_len=27, rssi=-62",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.962832,"I (25494) BLE: Discovery event: data_len=27, rssi=-62 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.968484,I (25504) BLE: First 20 bytes: 02 01 1a 17 ff 4c 00 09 08 13 6b c0 a8 01 58 1b 58 16 08 00,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.974141,"I (25514) BLE: Discovery event received: data_len=17, rssi=-62",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.979641,"I (25514) BLE: Discovery event: data_len=17, rssi=-62 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.985170,I (25524) BLE: First 17 bytes: 02 01 1a 02 0a 0c 0a ff 4c 00 10 05 0e 1c 8d 46 ea,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:47.990805,"I (25534) BLE: Discovery event received: data_len=27, rssi=-31",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.001820,"I (25534) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.007400,"I (25544) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.018490,I (25554) BLE: Mfg Data Hex: e5 02 b2 5c 4c ba 8f af 72 3f 80 25 0f 27 10 27 10 20 ba 4c 5c b0 00 00 c3,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.024079,"W (25564) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.029753,"I (25564) BLE: Packet found: node_id=3125566642 (0xba4c5cb2), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.042491,"W (25574) BLE: Received packet HMAC: c3, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.046245,"W (25584) BLE: HMAC check: computed=c3, received=c3, diff=0, node_id=3125566642, seq_num=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.051806,"I (25594) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.062824,"I (25594) BLE: Discovered neighbor: node_id=3125566642, score=0.95, rssi=-31, seq=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.068483,"I (25604) METRICS: [METRICS] Trust Update Input: Rep=1.000, Current PDR=1.000, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.079567,"I (25614) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.085081,"I (25624) BLE: Discovery event received: data_len=0, rssi=-31",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.090618,"I (25624) BLE: Discovery event received: data_len=27, rssi=-58",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.096233,"I (25634) BLE: Discovery event: data_len=27, rssi=-58 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.101867,I (25634) BLE: First 20 bytes: 02 01 1a 17 ff 4c 00 09 08 13 6b c0 a8 01 58 1b 58 16 08 00,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.107411,"I (25644) BLE: Discovery event received: data_len=27, rssi=-37",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.112998,"I (25654) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.124052,"I (25664) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.129733,I (25664) BLE: Mfg Data Hex: e5 02 9a 5a 4c ba c4 9d 72 3f 1c 25 0e 27 10 27 10 20 ba 4c 5a 98 01 00 46,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.140672,"W (25674) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.146363,"I (25684) BLE: Packet found: node_id=3125566106 (0xba4c5a9a), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.151966,"W (25694) BLE: Received packet HMAC: 46, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.162894,"W (25694) BLE: HMAC check: computed=46, received=46, diff=0, node_id=3125566106, seq_num=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.168537,"I (25704) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.174165,"I (25714) BLE: Discovered neighbor: node_id=3125566106, score=0.95, rssi=-37, seq=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.185125,"I (25724) METRICS: [METRICS] Trust Update Input: Rep=1.000, Current PDR=1.000, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.190976,"I (25724) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.196352,"I (25734) BLE: Discovery event received: data_len=0, rssi=-37",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.201937,"I (25744) BLE: Discovery event received: data_len=27, rssi=-46",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.212849,"I (25744) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.218773,"I (25754) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.229593,I (25764) BLE: Mfg Data Hex: e5 02 b2 5c 4c ba 8f af 72 3f 80 25 0f 27 10 27 10 20 ba 4c 5c b0 00 00 c3,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.235285,"W (25774) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.241129,"I (25774) BLE: Packet found: node_id=3125566642 (0xba4c5cb2), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.246688,"W (25784) BLE: Received packet HMAC: c3, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.258045,"W (25794) BLE: HMAC check: computed=c3, received=c3, diff=0, node_id=3125566642, seq_num=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.263227,"I (25804) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.268772,"I (25804) BLE: Discovered neighbor: node_id=3125566642, score=0.95, rssi=-46, seq=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.279729,"I (25814) METRICS: [METRICS] Trust Update Input: Rep=1.000, Current PDR=1.000, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.285289,"I (25824) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.291275,"I (25834) BLE: Discovery event received: data_len=0, rssi=-46",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.296733,"I (25834) BLE: Discovery event received: data_len=27, rssi=-31",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.307333,"I (25844) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.313127,"I (25854) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.324054,I (25854) BLE: Mfg Data Hex: e5 02 b2 5c 4c ba 8f af 72 3f 80 25 0f 27 10 27 10 20 ba 4c 5c b0 00 00 c3,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.329796,"W (25864) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.335347,"I (25874) BLE: Packet found: node_id=3125566642 (0xba4c5cb2), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.346268,"W (25884) BLE: Received packet HMAC: c3, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.351915,"W (25884) BLE: HMAC check: computed=c3, received=c3, diff=0, node_id=3125566642, seq_num=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.357795,"I (25894) METRICS: [METRICS] HMAC Update: Success=1, New HSR_EWMA=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.368353,"I (25904) BLE: Discovered neighbor: node_id=3125566642, score=0.95, rssi=-31, seq=0",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.374256,"I (25914) METRICS: [METRICS] Trust Update Input: Rep=1.000, Current PDR=1.000, Current HSR=1.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.385000,"I (25914) METRICS: [METRICS] BLE Reception: Success=1, Fail=0, BatchPER=0.00, New PER_EWMA=0.000",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.390630,"I (25924) BLE: Discovery event received: data_len=0, rssi=-31",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.396167,"I (25934) BLE: Discovery event received: data_len=25, rssi=-41",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.401729,"I (25934) BLE: Discovery event: data_len=25, rssi=-41 (no mfg data)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.407477,I (25944) BLE: First 20 bytes: 02 01 18 12 16 2c fe 00 90 a1 0a 88 8c a0 85 80 bd 04 11 70,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.413209,"I (25954) BLE: Discovery event received: data_len=27, rssi=-31",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.418716,"I (25954) BLE: Mfg data: ad_len=26, data_portion=24, our_data_len=25, offset=2",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.429653,"I (25964) BLE: Found manufacturer data: ad_len=26, mfg_data_offset=2, mfg_data_len=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.435187,I (25974) BLE: Mfg Data Hex: e5 02 b2 5c 4c ba 8f af 72 3f 80 25 0f 27 10 27 10 20 ba 4c 5c b0 00 00 c3,UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.446233,"W (25984) BLE: Mfg data check: mfg_data_len=25, needed=25, offset=2, total_len=27",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.451854,"I (25984) BLE: Packet found: node_id=3125566642 (0xba4c5cb2), our_id=3125534146 (0xba4bddc2)",UNKNOWN,UNKNOWN,0,0.0,1.000,0
2026-02-10T15:29:48.457780,"W (25994) BLE: Received packet HMAC: c3, mfg_data_len=25, packet_size=25",UNKNOWN,UNKNOWN,0,0.0,1.000,0
